Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14999,14999,20583,29013,53140,88548,128874,161341,201452,268031,325594,373816,479228,583637,672765,787712,839781,879080,897667,934221,962999,996369,1006749,1018692,1055647,1134242,1202762,1269341,1331151,1391054,1450885,1494895,1533151,1578143,1654019,1751916,1853860,1964726,2061555,2180041,2347540,2540164
Illinois,0,0,0,12282,72574,135621,283019,430514,605985,859698,1177119,1470018,1753720,2111748,2483834,2902269,3351470,3793704,4157588,4176596,4507404,4821550,5114955,5376932,5638591,5937876,6244347,6559879,6866377,7215984,7574331,7927591,8149996,8354589,8530408,8678406,8825664,8893392,9031516,9104103,9217470,9653109,10005000,10266570,10522903,10761742,11004344,11197316,11388409,11612936,11809729,12051806,12375987,12711951,12864264,12880783,12893375,12840539,12786580,12756352
Indiana,5641,5641,5641,24520,67794,145758,254861,373724,661442,988416,1281749,1556467,1821821,2091533,2362311,2636560,2914524,3176329,3444337,3522352,3761530,3991914,4216891,4442014,4666244,4885493,5104969,5322407,5538004,5763669,5990275,6225852,6455630,6674344,6890330,7100570,7306694,7491832,7688987,7826833,7956196,8227146,8507012,8802508,9073458,9328522,9598993,9847942,10076643,10249536,10382958,10484192,10631200,10875504,11110285,11305923,11427409,11536504,11727442,11961467
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,43112,116454,230980,384770,544985,711042,820191,936096,1056081,1176851,1297600,1418877,1539180,1661221,1781223,1901327,2016498,2130476,2244382,2333860,2397594,2455873,2512644,2569032,2632030,2660631,2684944,2728682,2790272,2862182,2930353,2988046,3032869,3074186,3106457,3121775,3130869,3148462,3159596,3203345,3267302,3359932,3449557,3509469,3577325,3675089,3771543
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107206,107206,140179,187909,276073,388409,541601,673779,821552,954391,1088733,1230232,1369156,1500845,1628667,1754819,1864602,1947716,2053312,2097629,2205507,2257735,2283679,2373291,2422064,2518071,2620536,2699968,2782335,2855092,2922195,2990713,3026085,3090652,3211207,3296042,3450256,3563219,3668365,3762997,3860336,3959353,4055155
Kentucky,73677,73677,221955,325651,428349,536416,668317,814723,959049,1091547,1223890,1355462,1486833,1618690,1741155,1866436,1992900,1115801,1155684,1115801,1258520,1399239,1540638,1682044,1815827,1954716,2082204,2217733,2353013,2468689,2579612,2700876,2810042,2906835,2989390,3077051,3172266,3251394,3346025,3427796,3480006,3685296,3815739,3943395,4012237,4071742,4144955,4216745,4290060,4366869,4377494,4395295,4454189,4554998,4666346,4776101,4851995,4920760,5006984,5084390
Louisiana,0,0,0,0,0,0,0,76556,153407,228721,298997,378571,458290,555028,669678,759482,859210,967263,1090601,1109801,1225478,1390548,1556639,1707116,1857116,2023251,2194131,2354971,2514905,2683516,2845627,3039073,3233860,3340367,3444354,3540502,3642030,3733681,3867937,3970548,4061180,4236685,4382106,4523628,4612814,4671407,4755477,4832482,4876002,4947512,5021236,5084184,5185776,5363500,5445329,5457125,5513998,5522677,5533434,5606013
Maine,96540,96643,105755,142365,178455,206464,261050,289336,394500,446115,502398,570476,628279,674215,697988,737699,777116,823941,861185,897533,910565,922041,933396,944905,955915,966963,978085,989365,999666,1028510,1057386,1093157,1126341,1157283,1188083,1221432,1251408,1282968,1304587,1329192,1353134,1394357,1444701,1481719,1507131,1536492,1569575,1612297,1636829,1654741,1685347,1719827,1762250,1809432,1847040,1868265,1902074,1925300,1943008,1966582
Maryland,319728,337119,355411,375246,399055,425486,457095,513019,568237,620122,669739,712302,752493,819354,890983,961103,1031386,1109527,1182255,1262639,1334248,1410038,1477155,1544743,1611797,1677804,1736171,1796891,1857735,1943566,2050390,2169380,2302908,2421851,2530670,2646526,2749690,2847951,2955180,3024327,3096817,3296481,3554454,3863510,4102768,4327528,4557681,4718571,4906692,5024891,5130538,5211797,5374691,5600388,5842241,6055802,6279371,6502177,6709610,6985652
Massachusetts,378787,422845,472040,527049,588398,657161,733849,819620,610408,669452,737987,809308,880892,994514,1129875,1299096,1488289,1651507,1783085,1918421,2051243,2184893,2318055,2451960,2599240,2746610,2893832,3046029,3199416,3358809,3521206,3697912,3863661,4029873,4182556,4341007,4499118,4657809,4812882,4949176,5072006,5295802,5548590,5820484,6008845,6197457,6378540,6520123,6610274,6718156,6830193,6883018,7002984,7199144,7415212,7609001,7863600,8085763,8260105,8422371
Michigan,0,0,0,0,0,0,0,8896,31639,184139,341591,555209,753186,987654,1247355,1501132,1774768,2052223,2379461,2652085,2860642,3078369,3295888,3514355,3731986,3950654,4175832,4400499,4625358,4876806,5117970,5371432,5640988,5897871,6155929,6416505,6676904,6920325,7168373,7365577,7559577,7947732,8461573,8937197,9322666,9646951,9955829,10195707,10428743,10563228,10599161,10510428,10440267,10281632,10116069,9931957,9901494,9957731,9973144,9989072
Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,6077,78635,213796,397654,560538,736808,920133,1117798,1315384,1512876,1710631,1909280,2105104,2310636,2517394,2724411,2939006,3134039,3337252,3525089,3699872,3849735,3997934,4140193,4281882,4428103,4533242,4627861,4779123,4957784,5148211,5276644,5387560,5500171,5599283,5689283,5762017,5844554,5896223,6021425,6175301,6349548,6564813,6785237,6969409,7188650,7441609
Mississippi,0,0,0,8850,31306,75512,122723,174620,244586,383702,514348,630804,747025,863000,974184,1084945,1202507,1313715,1439894,1387938,1551270,1729789,1905751,2079889,2253783,2427525,2600026,2763091,2925945,3089072,3252270,3404584,3571623,3696278,3797714,3903683,3997114,4018830,4065068,4089124,4094656,4183796,4217638,4228191,4286513,4319813,4405207,4487147,4574034,4663461,4780127,4851777,4984862,5107521,5181020,5295007,5419644,5493230,5579260,5737547
Missouri,19783,19783,19783,19783,114795,285183,416788,587989,856534,1104134,1346784,1580455,1799232,2028340,2258549,2497344,2750349,3033291,3303220,3367892,3607731,3825041,4040665,4256331,4471856,4687361,4902765,5117715,5432295,5741159,6038191,6334008,6584532,6731156,6860799,6980204,7084479,7183291,7292203,7365836,7421362,7612379,7867562,8137076,8301766,8440936,8559438,8642506,8709828,8801468,8880415,8950823,9073531,9250184,9417763,9564160,9703872,9853026,10019968,10145664
Montana,0,0,0,0,0,0,0,0,20595,20595,31655,43644,67149,93516,123779,162537,209253,277574,330213,362787,431658,501215,570697,640273,709766,779201,848664,918100,987425,1062535,1147370,1250637,1343903,1434702,1524103,1618332,1712776,1786767,1827565,1866487,1896484,1952356,2001985,2059227,2127224,2191532,2252996,2313952,2382599,2443760,2502633,2565382,2678466,2777157,2886667,3001072,3101833,3205765,3349367,3489990
Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,28841,80522,154108,247280,340282,452402,544617,646947,749356,851876,954443,1057019,1159641,1256188,1348910,1442349,1538186,1633903,1729985,1822247,1878509,1925487,1972465,2021068,2069965,2117027,2138619,2161659,2229322,2325676,2413181,2489964,2556905,2624023,2675591,2702379,2735502,2772112,2818747,2877006,2952997,3032870,3102247,3161522,3222389,3286526,3358044
Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6857,42491,42491,53883,65342,81636,97856,110283,128283,158318,200463,252738,319031,403213,506882,615717,746938,887538,1027708,1179784,1329584,1479387,1630890,1784896,1996257,2337765,2570194,2832730,3064820,3305771,3540658,3744165,3909852,4041451,4205893,4470776,4826664,5193000,5488633,5760351,5958887,6147027,6332602
New Hampshire,141885,141822,141604,183858,195856,208580,255179,269328,269923,279116,288926,299190,309762,333543,366764,408298,454398,505793,557477,608784,657251,704700,751977,799297,850435,901660,955049,1008428,1061882,1120947,1182138,1250598,1305728,1358458,1409740,1420630,1431462,1442682,1454285,1468833,1481102,1522412,1583785,1657289,1718973,1779036,1835669,1888910,1936537,1987951,2030546,2081783,2167969,2249976,2334669,2418924,2499267,2575625,2650328,2715843
New Jersey,184139,184139,245562,274923,320823,384672,415115,445453,461346,502759,547035,594398,641771,730202,823818,915002,1016079,1130983,1245516,1374750,1489654,1612825,1736066,1859194,1975783,2092665,2206433,2320659,2434583,2564694,2695475,2843874,3018103,3214543,3406290,3601624,3791793,3976372,4147386,4315329,4462779,4668154,4923456,5160900,5343594,5509720,5698289,5831587,5953802,6069626,6171337,6289735,6468053,6677444,6863012,7095669,7338743,7541825,7705920,7879468
New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20516,37096,66959,93074,125633,177262,233198,288177,349575,420618,491605,560218,629932,699015,767254,834464,897934,967985,1031353,1071478,1106308,1178564,1263143,1366413,1446508,1534596,1642139,1721338,1807066,1874614,1949005,2016276,2095829,2145585,2200187,2257549,2309907,2367406,2433646,2499481
New York,340120,588603,808891,1049458,1332812,1621821,1918588,2226789,2428921,2699049,2978948,3268894,3569705,4119162,4721302,5373954,6053681,6746780,7399750,8046081,8526245,9024759,9518567,10012246,10456546,10900842,11338257,11792892,12247425,12763770,13262099,13766850,14230187,14659053,15068906,15500561,15891148,16235842,16598013,16837167,17028226,17479453,18031982,18418870,18831339,19185310,19576125,19836286,20092904,20300407,20424555,20570819,20759614,20900545,21019861,21158452,21300327,21388551,21454277,21531839
North Carolina,393751,415115,478103,555500,639207,738657,810784,918311,1029227,1213957,1428611,1617947,1815452,1960550,2119049,2295069,2492620,2725846,2939193,3071393,3291569,3484558,3678421,3872284,4066060,4259848,4453546,4652264,4851020,5061929,5270399,5489193,5699318,5899079,6089645,6280095,6471911,6657274,6845970,7033398,7225138,7546493,7993426,8331788,8628637,8893898,9167146,9378228,9556037,9749476,9940387,10172087,10507017,10903530,11199052,11441377,11609664,11822100,12091912,12344117
North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9405,16114,39159,62404,112051,174108,238808,286958,347310,417650,488028,558206,628314,698576,764141,837890,912537,939590,963002,957045,950184,953281,981281,1018332,1035591,1047191,1060681,1065227,1062420,1057141,1052307,1055217,1078507,1124832,1162283,1195125,1224836,1263060,1294851,1322087
Ohio,0,0,45365,230760,402273,581434,937903,1186602,1672018,2162400,2665260,3084574,3519595,3956296,4373743,4788787,5209587,5671328,6105259,6390792,6636937,6883097,7129236,7375336,7521452,7667577,7814019,7959549,8105133,8275587,8446103,8626453,8813749,8999160,9167335,9330719,9498512,9638750,9788133,9881643,9931512,10079879,10340827,10631878,10872091,11080325,11290569,11400405,11459574,11511858,11560380,11570021,11620006,11694163,11777320,11887208,11992080,12092322,12225156,12362887
Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790391,1141874,1404802,1734993,2093708,2286435,2477780,2634040,2704689,2761821,2819047,2858876,2915918,3065685,3143298,3225266,3358044,3450451,3492714,3535234,3578738,3627091,3669558,3703405,3790060,3878051,3963516,4039587,4117652,4206019,4294336,4397845
Oregon,0,0,0,0,0,0,0,0,13294,27928,67380,131426,223582,317704,413536,517121,620126,787480,958863,1125286,1322119,1518628,1715073,1811642,1907909,2003941,2099872,2195790,2291525,2413217,2536482,2660448,2783389,2907226,3024308,3141589,3254404,3367277,3485049,3620985,3747455,3970239,4230333,4527884,4767673,5029098,5302853,5544121,5782264,5995033,6182302,6351758,6605236,6883519,7178188,7448422,7690641,7907508,8109367,8331287
Pennsylvania,434373,602365,810091,1049314,1309900,1608483,1648472,1862994,1348233,1517449,1708759,1919166,2154348,2416984,2705528,3027336,3385830,3774568,4138697,4533372,4873149,5212781,5556529,5899959,6244119,6589923,6936647,7283896,7630735,8009904,8361027,8734705,9107914,9460983,9789747,10095917,10391949,10652357,10922147,11135373,11284128,11594467,11995905,12365455,12612285,12820670,13002900,13127450,13229109,13348472,13456025,13547679,13763468,14008915,14282321,14532335,14707517,14845358,14950421,15050477
Rhode Island,68825,68825,68446,69122,76696,84416,93075,96412,97199,108830,121519,134170,146608,174621,205526,242924,286574,337836,393006,454854,506189,557574,609022,660564,709178,756973,807130,857423,907857,968728,1030589,1092985,1147292,1202173,1252488,1301461,1344670,1387893,1430803,1468613,1497438,1547035,1617392,1683516,1719911,1750484,1781212,1792918,1801109,1815585,1826341,1842808,1879390,1927202,1975287,2025819,2076481,2118428,2154407,2190299
South Carolina,249073,249073,345591,415115,502741,577034,649048,738339,820014,895365,969636,1024512,1076630,1151149,1225163,1283059,1340316,1407731,1515401,1487362,1585586,1683724,1781638,1879425,1977138,2075319,2168883,2263975,2359066,2468077,2576598,2698124,2817444,2915841,3009770,3103785,3195783,3280417,3371623,3458442,3520014,3719290,3951821,4143165,4320677,4453433,4590241,4679602,4736312,4819777,4876268,4961976,5124712,5330896,5523715,5682891,5828441,5972808,6110227,6267905
South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11776,11776,16471,21683,52039,82531,124555,166426,234447,325674,415050,472231,536542,600837,665111,729201,777227,818761,864828,896295,929214,943088,947939,968315,993592,1016874,1030156,1042520,1056611,1067485,1066630,1064219,1061812,1068881,1101270,1147068,1191281,1234413,1274589,1308022,1336038,1357169
Tennessee,35691,35691,105635,211959,310896,387697,477348,592735,829210,1055686,1304266,1542359,1770596,1980329,2190519,2401793,2616556,2818310,3005072,3048735,3217610,3384226,3550904,3717613,3884337,4050947,4217466,4385226,4552833,4731852,4910796,5096715,5277776,5444578,5605346,5760629,5917126,6059318,6209954,6355301,6495978,6709991,6966018,7259698,7500968,7694346,7896590,8051543,8186453,8350988,8502000,8643137,8890704,9179530,9448992,9712740,9971273,10224599,10473316,10711614
Texas,0,0,0,0,0,0,0,0,0,0,0,0,212592,424873,682044,970452,1311643,1698700,2092094,2510314,2968033,3414746,3859575,4304446,4749105,5196414,5645021,6096999,6549031,7033605,7517946,8010271,8489901,8969118,9461442,9960164,10452706,10955434,11478831,11944951,12416901,13137587,14404117,15685444,16748506,17655650,18584927,19361792,20044141,20640507,21149602,21690533,22778123,24145213,25388444,26730414,27991089,29264291,30646292,32030024
Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11380,40273,75133,110091,133959,158862,183617,208211,235926,263619,291281,318947,346608,374351,407762,444862,487847,538978,590318,641266,694447,749718,807691,865077,919778,971290,1073726,1203953,1345606,1449494,1534986,1653134,1738765,1813536,1887656,1949883,2017473,2180021,2365001,2550339,2723421,2883726,3056387,3254237,3465582
Vermont,85425,85539,154465,217895,235981,235764,280652,289039,330551,356361,382786,409345,435872,470189,509763,549901,590836,631394,671828,712091,752275,791557,830906,870193,909009,948395,987867,1027341,1066637,1111886,1157838,1208557,1259011,1305346,1349022,1390380,1425380,1459525,1490178,1504566,1521523,1557989,1594915,1633959,1665765,1693510,1716130,1730804,1740987,1749945,1758037,1771875,1802757,1834261,1866119,1897414,1928131,1959326,1989905,2020430
Virginia,691937,747610,807557,807514,820422,833004,845577,857856,938261,1025227,1118350,1219630,1320977,1424381,1527087,1633498,1740796,1849279,1952550,2061612,2172779,2283980,2395088,2506014,2616958,2740448,2889234,3041014,3193103,3359399,3522211,3684633,3834913,3979883,4109544,4235900,4356812,4474404,4591240,4708512,4835329,5078262,5310836,5619763,5853300,6094934,6355568,6549224,6711837,6860772,6979915,7123817,7404208,7721298,8037736,8320741,8525660,8718923,8900858,9061820
Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11594,11594,28565,44569,92315,143967,253531,384329,505610,626915,748475,894058,1044578,1195432,1362711,1458740,1573272,1693064,1821244,1950430,2089778,2247114,2409408,2641355,2934300,3275252,3605212,3940339,4276779,4550791,4741251,4903043,5044171,5162264,5419368,5689173,6013043,6298608,6556200,6751386,6897830,7041664
West Virginia,55873,55873,78592,119265,176924,224537,335956,434633,618457,765794,875994,971906,1068282,1152994,1237917,1312665,1385994,1459574,1533017,1525906,1579675,1656096,1733023,1809873,1886732,1963876,2040934,2118457,2195988,2257492,2298325,2333860,2368185,2402747,2444029,2485226,2520770,2556027,2590629,2621623,2648045,2674773,2699223,2724206,2740074,2754888,2771008,2785874,2799701,2816894,2828065,2844780,2879211,2897337,2913537,2927056,2938669,2950184,2960370,2965193
Wisconsin,0,0,0,0,0,0,0,0,1686,9687,136175,245756,386203,519688,667774,816216,964849,1124352,1283813,1450254,1613184,1776150,1939139,2102167,2265303,2428558,2591336,2760537,2929640,3106665,3283833,3466213,3637587,3800440,3958252,4113163,4264973,4410525,4563005,4680815,4784642,4961688,5211754,5455538,5641996,5810337,5975727,6110172,6190840,6278252,6363603,6412899,6525341,6669264,6832735,6969409,7089276,7217874,7352898,7499634
Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9118,9118,19437,30742,47206,65454,84667,107206,135225,171151,206498,239845,276711,310320,342001,373437,404425,435373,465511,490865,514544,544596,578548,597915,627089,650863,674743,696286,713134,726433,736060,745195,774569,804708,843505,881766,915000,945499,976415,1002725
District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763956,756510,756668,711518,672228,633736,601723,572059,554256,563384,571822,582049,588292,591833,601767,619800,633427
